ds,yhat,yhat_lower,yhat_upper,y,cutoff
2011-12-21,10.06463127932895,8.903066463574996,11.188557623820465,10.874257,2011-12-12
2011-12-22,9.987896681533165,8.836279793924435,11.160877786762562,10.027451,2011-12-12
2011-12-23,9.930164651089564,8.8001714218739,11.114401841002545,9.444735,2011-12-12
2011-12-24,9.88700310298861,8.770706229716742,10.996070536221698,10.266387,2011-12-12
2012-01-10,10.526466020299507,9.287028012176796,11.734786273737138,10.17611,2012-01-09
2012-01-11,10.577222626191418,9.353490454120223,11.767158541790568,10.998344,2012-01-09
2012-01-12,10.571406858302236,9.432704724380693,11.825796452427154,11.348838,2012-01-09
2012-01-13,10.489028467198958,9.316418589684076,11.605604865720338,11.127288,2012-01-09
2012-01-14,10.485945598911858,9.32372883775041,11.637119802570409,10.32167,2012-01-09
2012-01-15,10.367022231489232,9.140280957053827,11.554015573063785,10.219129,2012-01-09
2012-01-16,10.344205313964444,9.116173984220904,11.470898240546969,11.098274,2012-01-09
2012-01-17,10.372524107621961,9.27163544707959,11.603889615278021,10.927838,2012-01-09
2012-01-18,10.548151490500164,9.302506247388997,11.683250459135163,11.354995,2012-01-09
2012-01-19,10.563270074374596,9.348969224535887,11.768049323587292,11.305188,2012-01-09
2012-01-20,10.578374308144658,9.364807830018988,11.704517480149809,10.88765,2012-01-09
2012-01-21,10.356051381270866,9.196307171431274,11.55334691371767,11.266746,2012-01-09
2012-01-22,10.495480996611617,9.317251461205071,11.691326963391736,11.024242,2012-01-09
2012-01-23,10.822728483962733,9.6633495791759,12.040261576735228,10.699902,2012-01-09
2012-02-07,10.799038464875933,9.562062308219767,11.974064259778846,10.155791,2012-02-06
2012-02-08,10.816119942176691,9.744296937946368,11.83810076035789,9.690023,2012-02-06
2012-02-09,10.817934447400388,9.672931772082404,12.00903851054273,10.3077,2012-02-06
2012-02-10,10.681020092788547,9.558009634698646,11.823216033062309,10.29102,2012-02-06
